age,gender,income_level,nationality,GPA,attendance,course_completion,assignment_delays,LMS_logins,forum_posts,night_study_hours,engagement_score,sentiment_score,motivation,emotional_exhaustion,depersonalization,personal_accomplishment,autonomy,competence,relatedness,O,C,E,A,N,burnout_score,burnout_level,dropout_status,time_to_dropout
25,F,High,US,2.45,71.83780773379456,37,2,35.257666666666665,1,7.356177630257127,70.39773177746437,-0.4085944723305628,74.33844797196468,28,10,27,1,3,6,82,40,19,24,29,11,Low,1,47
18,M,Low,IN,3.38,82.70279567235393,6,4,33.757666666666665,9,6.572584529466088,68.25680752415606,-0.5817878874535383,34.01930978290967,2,43,28,2,1,4,76,99,52,88,5,17,Low,0,20
22,M,Medium,CN,2.22,77.66731791547433,56,3,31.757666666666665,4,10.809400689061375,58.51418133238707,0.04466899197623708,46.14880172087078,22,9,30,3,5,3,91,44,17,50,12,1,Low,0,16
23,M,Medium,US,2.84,77.5898675621454,46,2,34.257666666666665,5,12.939987477047595,76.52387765070344,0.6614247315307487,34.05428612828135,42,26,34,2,6,6,6,50,50,56,17,34,Medium,0,1
29,M,Medium,IN,3.17,74.87599781398164,96,1,24.257666666666665,2,7.611414274706242,74.9277581815009,0.7452439758544847,80.61003786736579,40,22,14,5,3,4,53,1,4,66,88,48,Medium,0,1
20,M,Low,DE,3.73,89.24983247322089,95,3,29.757666666666665,3,8.133262438140182,56.796163321948306,-0.3898268795990978,67.53243511875843,26,48,4,3,5,3,64,95,91,42,48,70,High,1,17
21,M,High,US,2.71,82.49880226326793,54,1,28.257666666666665,8,4.912433613420974,76.22103943105702,0.4843178114428175,62.12620576648368,13,13,11,6,1,1,21,15,15,96,98,15,Low,1,34
22,F,Low,US,2.68,90.3570088188963,16,2,27.757666666666665,4,6.051474665204678,60.6484196033409,0.04634643552625817,90.870757127979,16,18,37,1,2,5,98,40,81,89,4,0,Low,0,21
29,F,High,CN,2.97,93.36326145478125,75,3,18.257666666666665,6,6.164896485128312,79.7963351215156,0.19061684644442534,70.76342256023614,16,22,48,1,4,5,88,35,99,66,99,0,Low,0,24
28,F,Medium,US,3.18,84.58980768866641,20,3,18.757666666666665,6,12.922800727283756,69.35245071341562,-0.11996905563591942,82.7622510758818,10,15,45,3,2,3,45,91,88,71,66,0,Low,0,28
18,F,Medium,US,2.92,74.93522885114848,84,2,30.757666666666665,8,4.790888967331643,75.91299105163176,-0.645502851900625,75.12679836831062,33,8,48,2,1,4,97,65,85,72,50,0,Low,0,76
20,F,Medium,US,3.52,90.40326232219785,60,0,35.757666666666665,2,11.37753336222789,72.6403044800142,0.6408663688675125,77.0771116842835,8,5,24,6,3,5,27,57,88,3,50,0,Low,0,7
27,F,High,US,2.6,84.65664702278355,35,1,22.257666666666665,3,9.204387459192473,69.15516480114017,0.08823252581872265,39.146965924174964,49,30,15,4,5,5,97,69,51,27,96,64,High,1,37
18,M,Low,DE,3.06,100.0,98,6,27.757666666666665,0,11.815908094688684,74.90598578564804,-0.1962937020629223,79.48470350945813,5,37,42,5,1,6,62,57,10,41,21,0,Low,0,23
28,F,Low,US,3.22,83.10102888494687,51,1,27.757666666666665,3,13.498554190943812,82.63175973707925,0.35066487988520323,69.46284765503594,31,8,20,5,3,4,2,40,75,13,33,19,Low,0,18
21,M,Medium,CN,2.8,86.97688039014083,38,2,40.257666666666665,3,9.910180639466502,71.80747770115089,-0.1487036530185275,51.822017834456204,33,21,29,4,6,3,69,88,50,43,80,25,Low,0,5
29,M,Medium,UK,3.42,82.90423891296032,19,2,27.257666666666665,5,13.401198443551277,71.56395991954834,0.6982184652632164,73.68955923222781,33,36,47,4,1,3,82,53,23,65,1,22,Low,0,6
21,F,Low,UK,3.07,79.00901408131882,65,1,34.257666666666665,7,14.64956393960895,64.69187595556208,-0.7286112863910097,85.71687748610637,33,49,1,2,1,3,29,96,87,86,66,81,High,0,10
23,M,Low,UK,3.39,77.41208450412434,27,2,34.257666666666665,6,14.039037266974972,42.719722706153036,-0.9401574757022333,58.03643006671282,22,6,39,3,6,2,64,6,43,75,62,0,Low,0,27
25,F,Medium,IN,3.1,82.94243844658567,15,2,32.257666666666665,6,7.9834386584791135,70.50621995045893,0.13878787491903255,45.008687026322136,6,44,0,2,2,2,40,20,83,89,55,50,Medium,0,9
19,F,Low,DE,3.19,85.21175751813855,11,2,39.257666666666665,9,4.091679965419008,51.00507330570042,-0.48631260714825597,45.93154251053225,31,19,30,6,4,2,99,46,31,67,44,20,Low,1,13
24,F,Low,US,2.68,91.54387899644425,64,1,26.757666666666665,2,9.625463303195664,61.51077796049685,-0.7635732280637035,32.09520134887576,10,26,6,1,4,4,94,13,92,54,73,30,Low,0,39
24,F,High,US,2.68,83.08850558303764,93,2,29.757666666666665,2,10.535170276461173,57.00974193444294,-0.9393421591425899,56.627795562070986,10,3,39,6,4,3,57,23,93,60,94,0,Low,1,76
27,F,Medium,DE,3.61,75.3711082457477,25,3,28.257666666666665,4,4.139793303188906,59.23643221984911,0.5407582659956001,71.80428875303748,41,23,49,1,5,4,53,78,4,11,59,15,Low,1,16
29,M,High,US,3.32,76.73146003401017,21,0,35.257666666666665,5,10.183252807215846,60.17226238166846,0.9196132201438747,94.6742916440167,7,14,27,3,4,1,8,31,99,81,83,0,Low,0,57
25,F,High,US,2.49,66.7706305709682,61,3,27.257666666666665,5,2.2817838880901267,77.28299546116098,0.2314985652865249,43.884395248131426,27,12,48,5,6,5,99,36,42,61,0,0,Low,0,1
22,M,Low,US,3.09,96.6121384357231,14,2,40.757666666666665,2,14.637410075434916,74.99120087885136,0.5452517791952913,67.18485287200174,18,44,35,3,4,6,66,11,6,73,15,27,Low,0,31
22,M,Medium,US,1.81,74.58826386479151,8,2,25.757666666666665,4,11.432260952406985,71.66433978314988,0.6769429927043613,60.45297986059759,9,7,2,6,1,5,51,13,11,46,55,14,Low,1,10
23,M,Medium,US,2.71,89.67440460137907,64,1,29.257666666666665,9,7.546101023533428,88.14176516993173,0.6108510786534913,59.8279627498569,48,12,18,6,4,5,35,89,35,79,80,42,Medium,0,7
27,M,Medium,CN,3.48,82.76550857442534,53,1,32.257666666666665,5,10.380097954114605,100.0,-0.3464809844796226,29.403987046722648,33,12,18,6,1,3,16,23,12,42,25,27,Low,1,44
21,F,Low,UK,2.94,83.03731830839406,2,2,31.257666666666665,8,10.750550306099454,77.61171035295337,-0.995297217844552,39.78306926589507,24,39,48,5,3,1,22,5,79,86,73,15,Low,0,22
20,M,Low,US,3.06,78.82552124727663,23,3,30.757666666666665,2,11.448743623748777,83.62093719075666,0.2562597663503443,96.29281926568245,42,28,48,6,5,2,80,35,56,99,77,22,Low,0,9
22,F,Low,DE,1.49,72.12201111373327,20,1,33.757666666666665,7,10.20818781011328,74.20503955117145,0.895164737398187,80.1853367706466,17,23,39,3,6,2,28,39,25,17,62,1,Low,1,62
18,F,Medium,US,2.8,70.31464599508026,68,2,28.757666666666665,4,12.83495379438287,79.7190651221502,0.7750488364746004,65.6572035564422,16,7,28,1,2,2,86,78,99,100,67,0,Low,0,38
19,F,High,UK,3.17,97.28465388804938,67,1,41.257666666666665,10,6.196441727500174,45.63480903747953,-0.9904904818910736,69.23717653584362,1,20,3,4,1,2,100,30,47,80,21,18,Low,0,21
19,F,Medium,DE,3.23,81.13961078837247,75,3,38.257666666666665,7,9.612494097657528,29.43093885490417,0.8084136449626207,74.86880149928918,38,45,40,3,1,4,3,7,76,41,59,43,Medium,1,6
27,M,Medium,CN,3.48,91.25267746187652,10,2,24.257666666666665,11,15.359976894614974,38.28970637441762,-0.9782823812090033,51.035306138379894,49,25,21,1,3,3,81,98,37,54,15,53,Medium,1,6
26,M,High,CN,2.89,93.8490693764525,85,0,23.757666666666665,2,8.944775598060554,60.63116860804277,0.06280081273038696,51.85785977382004,42,49,10,2,1,6,23,51,54,94,53,81,High,1,6
26,F,Medium,US,2.92,75.89153069900786,21,4,34.757666666666665,3,10.724160540422764,90.50300577574944,0.7053111537817149,47.68295239522465,0,2,43,1,2,1,50,38,52,51,91,0,Low,1,13
23,F,Low,IN,2.33,84.23505765927844,100,2,33.257666666666665,2,7.014260731919101,73.8303836136686,-0.16792120357166462,63.37781132975,17,13,5,1,6,5,45,1,84,24,25,25,Low,0,16
26,F,High,DE,2.9,80.45010775491347,88,2,32.757666666666665,7,16.47058759784521,64.14010629201314,0.3677043554354753,36.98793712426402,48,7,32,5,3,2,34,24,78,62,83,23,Low,0,25
19,M,Medium,IN,2.37,68.42786196983111,46,1,31.257666666666665,8,10.855848410000199,78.5416169478534,-0.5350171174664655,46.71984324098362,47,32,16,2,5,2,92,70,63,19,66,63,High,0,19
28,M,Low,US,2.08,78.14520024095744,79,3,18.757666666666665,5,6.223859578438686,75.29677194283757,0.9402604707907534,70.12114482167706,10,5,41,4,1,3,21,85,15,39,58,0,Low,1,38
24,M,Medium,UK,2.46,85.87506590239228,67,3,26.757666666666665,3,13.271101188251807,49.672691032996354,-0.9118251116059561,52.941326001296616,20,20,35,4,3,6,89,97,8,66,80,5,Low,1,28
29,M,High,UK,3.75,75.00970744989142,78,0,32.257666666666665,4,6.780333351355841,77.03337950734743,0.26454180030574936,24.98839927103422,28,1,9,2,3,6,87,65,7,59,62,20,Low,0,9
19,M,Low,US,2.86,76.75156804628139,1,2,25.257666666666665,7,12.051395189969021,82.48494654762595,-0.9304547527385443,52.41563072730865,5,26,47,3,4,6,66,36,63,50,39,0,Low,0,60
23,F,Medium,US,3.11,78.26633144614355,8,6,34.257666666666665,2,13.089924335358862,100.0,-0.9163739531003783,70.90981968311327,19,9,3,3,4,1,73,37,87,14,15,25,Low,0,24
26,M,Low,US,2.74,100.0,91,3,17.757666666666665,6,16.080035354383117,68.80689142306119,-0.45935990207926913,62.32013420020924,38,39,39,6,6,3,77,93,7,75,35,38,Medium,1,4
23,F,Low,US,2.1,61.6595106289556,78,2,27.257666666666665,3,10.67152993559214,95.40653639967549,-0.9696137361864672,26.204673097697196,38,23,26,6,6,5,68,37,60,25,65,35,Medium,0,42
23,F,Low,UK,3.47,85.01643299027259,62,2,20.257666666666665,2,10.146536648317328,63.92812571140272,-0.5853304044378524,80.64597063832544,8,31,20,1,6,5,14,89,37,11,94,19,Low,1,55
19,F,Medium,US,1.91,77.46660922747836,31,1,40.257666666666665,9,3.9192821072013952,100.0,-0.6921009955744861,55.07038239055392,26,9,24,5,5,3,37,86,92,28,94,11,Low,1,139
22,M,High,UK,2.72,73.59345091497566,42,0,33.757666666666665,6,8.629988707083752,61.07513417937496,0.8238257482100197,66.78105345306993,10,33,19,5,4,1,57,35,37,48,80,24,Low,0,32
20,M,Low,US,2.97,77.22124292843735,39,4,35.757666666666665,4,7.857214312493692,79.63986125126931,-0.9171081045933416,80.8943843966961,37,1,39,6,5,3,48,49,73,6,75,0,Low,1,15
21,F,Low,DE,3.12,86.67376243833422,43,1,29.257666666666665,5,9.45773666650618,74.2995219161171,0.22361434589702922,57.52421160574127,33,7,44,4,6,6,79,21,99,68,6,0,Low,0,121
26,M,Low,UK,2.64,87.2452359402056,63,2,20.757666666666665,3,8.439739975069429,92.3467211941298,0.3410828209325645,21.81871916007796,35,41,43,3,4,2,95,66,35,69,58,33,Medium,1,83
25,F,Low,IN,2.08,81.86017122434752,76,2,28.257666666666665,9,12.358623844847823,90.32220453981864,0.6420517931257723,95.11048132275866,25,12,26,5,5,1,23,33,12,50,27,11,Low,0,41
25,F,Medium,CN,2.6,90.92741316456627,38,1,25.257666666666665,0,8.321313514477016,54.36326570876648,-0.2652547940081429,15.846574406188367,18,37,47,5,4,5,82,21,95,46,42,8,Low,0,31
22,M,Medium,US,2.63,92.68832995100576,84,4,26.757666666666665,5,11.426595768005583,64.95639256525526,-0.636756772018237,53.348903252527116,4,44,23,3,4,6,12,92,85,28,86,25,Low,0,74
29,F,Medium,US,2.61,88.16375941950615,9,1,21.257666666666665,3,9.653410258437688,100.0,-0.7564023562855802,85.91345679002995,38,6,23,5,3,5,97,57,22,47,21,21,Low,0,3
19,M,Medium,CN,3.49,74.53807548852781,81,4,36.257666666666665,5,8.131777977023956,71.48636044801863,-0.714941714370952,46.0544652153483,40,49,14,1,3,3,60,42,30,50,76,75,High,0,6
22,M,Medium,US,2.39,84.94441549212877,68,0,30.757666666666665,4,7.859226659462062,82.20899212748954,0.04803171555717811,47.23736715659065,21,41,41,6,3,3,97,13,55,59,2,21,Low,0,39
19,F,Low,UK,3.15,84.99200659138569,51,3,34.257666666666665,10,10.698963484903292,53.94477231154127,0.19359863051435533,55.66553592372384,1,28,35,3,6,5,92,50,48,59,19,0,Low,0,4
22,F,Low,IN,3.08,71.84368566353449,37,3,28.757666666666665,2,14.112193124140852,66.31154101771192,0.576848134267012,56.38691351560141,28,16,29,2,1,1,2,5,49,25,45,15,Low,1,65
29,M,High,US,3.48,64.30561105945742,37,2,22.257666666666665,4,7.807485066742961,59.36959936191835,0.6089196775390397,42.79457969168047,9,10,7,2,2,2,98,14,89,55,49,12,Low,0,13
22,F,Medium,CN,2.93,59.77224378625444,36,4,32.757666666666665,3,10.1426163343012,83.88988900236993,0.6855588747754671,47.28272937678039,47,11,18,1,3,1,99,10,84,38,33,40,Medium,0,66
28,F,High,CN,3.4,80.69855490112151,95,4,20.757666666666665,5,11.451515488005652,81.06405543717449,-0.6806369478850698,81.49460564217844,31,26,19,2,4,4,43,23,42,57,18,38,Medium,1,82
23,F,High,UK,2.91,82.98039714866918,2,5,29.257666666666665,5,9.940558322173777,88.35409716671755,0.49062366539607627,49.376067515476265,50,7,29,1,1,6,45,97,72,67,49,28,Low,0,24
26,M,Medium,US,3.22,68.18218422347586,64,5,35.757666666666665,8,4.719397292234605,53.720818167465566,-0.854548223373667,70.04958099664873,39,24,38,2,1,4,47,93,68,44,59,25,Low,0,1
23,M,High,CN,2.25,90.46032332551363,99,3,36.257666666666665,6,11.437081693801774,78.23003457099031,0.7611133511658048,41.74339581028444,44,25,8,5,2,1,55,52,50,34,52,61,High,0,1
21,F,Medium,DE,1.68,81.52218149296412,54,1,21.257666666666665,5,5.480782804508067,70.30275910458249,0.05071718318341989,87.68891280146255,23,33,34,4,1,3,63,92,89,33,8,22,Low,1,10
27,F,Low,IN,3.19,93.49452614915353,64,1,27.257666666666665,8,5.522255272888653,33.329690305024684,0.2830587514450724,78.75271559078735,48,0,29,3,5,4,8,45,72,88,61,19,Low,1,51
29,F,Low,DE,3.22,83.70535869983591,60,2,24.257666666666665,5,6.085899781663868,76.94793337590454,0.2395750720836658,58.20774257375239,23,16,6,6,1,3,3,29,20,7,26,33,Medium,0,1
21,M,Low,UK,3.24,69.33666428120848,51,0,39.257666666666665,5,9.51461267404962,89.38014237604912,0.11595738642962083,72.82678567226834,20,6,10,5,6,3,6,67,35,82,63,16,Low,0,37
27,M,Low,CN,2.74,84.5828121329015,63,3,30.257666666666665,6,7.109166892974522,93.56116520192187,0.046699795947348965,90.4375708738587,47,44,18,1,2,6,54,70,33,4,8,73,High,0,58
21,F,Medium,DE,3.74,86.70110694872102,91,1,43.257666666666665,9,5.693673734518104,69.46977434692317,0.8442138102280583,39.96347713328926,18,42,28,4,4,2,56,41,93,64,6,32,Medium,0,37
26,M,Medium,DE,2.77,74.52376414112994,72,0,32.757666666666665,7,11.13994683637458,82.44329902868404,-0.30325401587441725,38.88194222949884,15,49,20,3,5,3,63,69,61,53,93,44,Medium,0,57
27,M,Medium,IN,3.21,65.57907002690125,85,2,33.257666666666665,4,9.91913428483297,78.18060695893269,0.5575885569421675,67.47881819443965,26,46,37,3,3,3,24,60,0,72,16,35,Medium,0,3
23,F,Medium,DE,3.3,81.00296064306606,55,3,29.257666666666665,6,12.272972930769432,58.59797446061,-0.27609135768660353,34.14416148300581,27,46,11,2,2,1,12,42,37,86,18,62,High,1,72
26,F,Low,US,3.86,69.99155364683816,78,1,30.757666666666665,8,7.811472843649804,56.55004445253962,-0.9082201982127722,28.955649296069986,27,16,21,6,5,6,27,88,68,83,27,22,Low,1,31
21,M,Medium,US,2.84,91.20887663061131,88,4,36.257666666666665,5,9.809279160353507,69.2818927550393,-0.24398777643055913,27.93558874793247,32,50,10,1,5,3,83,72,44,79,52,72,High,1,42
18,M,Medium,US,2.67,75.92823319573408,21,1,26.757666666666665,5,12.400980086419882,66.46360535093736,-0.6982269511400021,62.96900196878545,23,0,11,1,4,3,45,9,66,59,35,12,Low,0,9
19,M,Low,IN,2.25,97.24601106493299,86,2,35.257666666666665,3,6.059917759292178,71.3231896911132,-0.118831771874222,19.290400725994424,47,7,25,3,6,6,54,90,72,54,18,29,Low,0,36
23,F,Low,DE,3.78,58.75841332481164,69,3,17.257666666666665,8,8.015232496807991,63.73397967181573,-0.8359880023810882,51.93246245160555,45,15,10,6,5,2,10,96,8,69,58,50,Medium,1,27
28,M,Medium,UK,3.21,81.34795604145148,44,2,26.757666666666665,6,12.978371776912162,73.18697169749643,0.5708944262597575,0.0,38,12,17,5,4,2,87,78,87,64,12,33,Medium,0,17
19,F,Low,UK,3.23,94.29392640101321,78,1,25.257666666666665,3,10.058682749075667,54.004107373571145,0.1817073734073702,68.75731686726233,18,40,33,3,5,6,17,47,69,52,61,25,Low,0,2
23,M,High,US,4.0,71.09695684112702,17,3,37.257666666666665,2,9.548314318048924,92.85295495257972,-0.9242800553135158,70.09766818163796,6,39,30,2,5,2,56,55,38,98,0,15,Low,0,23
26,F,Medium,CN,3.16,78.40799064372965,70,3,40.757666666666665,5,9.884232746595986,42.70135474905406,0.2910418898744125,55.75123459872185,0,8,36,2,5,3,100,14,47,31,41,0,Low,0,17
20,F,Medium,IN,2.35,75.96964285635956,58,2,25.757666666666665,9,13.669070347854838,68.78444593035294,0.9092764102831128,83.63284278039936,39,23,32,2,5,2,31,64,26,97,8,30,Low,0,31
26,F,Low,CN,2.9,73.16232357847717,89,1,32.757666666666665,9,9.92778803545579,66.94613778453271,-0.8734132651916715,75.90994859470479,8,4,48,4,6,2,47,40,60,72,27,0,Low,0,17
21,F,High,IN,2.51,82.44622641114282,62,5,42.257666666666665,3,10.136690399940626,67.968165140311,-0.28657320850753143,44.17220882002813,31,48,48,6,3,3,37,84,73,100,53,31,Medium,0,7
27,F,Medium,IN,2.8,67.04578399000896,53,2,33.257666666666665,5,9.949766980268183,57.340604584014876,0.7895302061050575,42.451200511856285,22,35,21,4,4,2,29,49,54,24,9,36,Medium,0,69
24,M,Low,DE,2.8,78.89031218669774,52,0,33.757666666666665,6,5.152209740507397,47.334091019871494,-0.933122271058684,77.67272241703392,39,7,30,4,2,3,96,75,60,1,53,16,Low,0,11
24,F,Medium,CN,2.71,85.15994237684573,56,1,30.757666666666665,5,11.507842920882734,73.6052566980447,0.8371893353838133,73.69530028044554,43,39,4,3,3,5,73,59,77,38,30,78,High,1,23
20,F,Medium,CN,2.3,77.84906288613357,89,3,35.757666666666665,6,7.536547556321559,66.92667840963843,0.977494614738722,54.618929457171674,4,15,41,2,5,3,45,94,75,64,25,0,Low,0,34
23,F,Medium,US,3.8,69.99795800014225,79,3,25.257666666666665,8,6.213376207851702,75.76735330343682,-0.2200487646282423,24.809334004838526,24,11,29,1,5,2,60,85,78,95,33,6,Low,0,4
28,M,Low,UK,3.15,90.30185398601502,9,3,17.757666666666665,4,4.760634889610028,45.25038013186454,-0.07001023177851007,78.58534106979043,46,32,46,1,2,2,51,84,94,75,94,32,Medium,1,7
18,F,Medium,CN,2.89,87.3025696161685,53,3,46.757666666666665,3,5.383693811114156,95.74864561196561,0.9763412428843039,61.33506323586898,19,11,6,3,6,3,95,27,70,24,68,24,Low,0,3
27,M,Low,IN,3.38,69.58812828696259,29,2,32.257666666666665,5,3.191990305160976,68.80222043713044,-0.8801996287084384,58.84105901042783,40,20,21,6,3,3,76,5,23,10,44,39,Medium,0,95
23,F,Low,UK,3.24,67.05892434977459,16,4,27.257666666666665,4,6.92478865984923,24.375034196800883,-0.36372202649174423,3.2167426427796926,37,45,26,5,5,3,31,52,25,56,20,56,Medium,0,37
26,F,Low,US,3.14,70.48075584006176,87,1,14.757666666666667,3,8.69606010757462,72.83168478758827,-0.8730655434221108,70.65620342433715,43,18,8,6,1,3,82,72,76,36,81,53,Medium,1,13
25,M,High,CN,3.34,85.45273165487215,86,5,28.257666666666665,9,13.183769369697913,62.92119970524727,0.492663192607804,58.77927568035971,3,7,15,2,5,4,41,74,10,36,55,0,Low,0,1
23,F,Low,DE,3.07,82.75572898962545,94,0,21.257666666666665,9,10.182161294613694,53.001755532073346,0.30241300847856567,49.196793081034706,44,28,14,5,4,3,92,13,27,16,51,58,Medium,0,23
21,F,Medium,CN,3.34,87.90082712445714,39,2,41.257666666666665,8,10.76049020730132,88.48037154668762,0.7268992869866913,43.26946186502012,0,7,33,4,4,2,2,87,83,56,87,0,Low,0,173
25,M,Medium,US,3.38,76.73849781949386,43,3,36.257666666666665,8,13.83815652989086,83.94571914386738,-0.6194894860155753,62.216958053747746,4,41,34,1,1,4,69,84,24,38,24,11,Low,0,16
19,M,High,IN,3.08,70.75265762499893,78,2,33.257666666666665,9,1.4463242299817498,75.12653024588342,0.09020984396464948,69.35931704561108,9,37,32,1,4,4,63,94,74,15,95,14,Low,0,1
25,M,Medium,US,2.89,89.18846488414499,19,3,28.257666666666665,5,11.174997800656286,71.15520926789348,0.4260326764457463,52.3573196374912,40,22,16,5,5,5,30,10,72,44,16,46,Medium,1,39
19,F,High,CN,3.77,74.46551486548836,5,4,28.257666666666665,3,10.944702293869549,77.57278738711292,-0.43629594581335085,71.18621064321393,7,27,6,2,2,5,62,54,39,10,70,28,Low,0,59
25,F,Low,IN,2.76,81.86548055853979,42,2,23.257666666666665,6,12.470945380004157,46.33120320165908,0.7793318490430883,36.95405084954641,35,1,6,3,3,5,15,29,28,18,17,30,Low,0,16
25,F,Low,US,3.2,64.50075160884626,63,1,29.257666666666665,4,4.611118595753828,72.87526211592753,-0.6042320873323206,46.95321824591278,14,32,40,5,4,5,16,71,34,62,6,6,Low,0,35
19,F,Medium,UK,3.21,74.30189575677201,46,2,27.257666666666665,0,8.277958765739385,88.56388671090517,-0.763589250999952,73.72550286781345,34,39,7,1,5,2,46,31,1,50,68,66,High,0,18
27,F,Medium,US,2.7,90.09396320941514,21,1,35.257666666666665,1,7.207046599808188,85.60095460147994,-0.4380322411136137,51.91074942259337,35,46,43,2,5,1,85,98,58,9,66,38,Medium,1,11
22,M,High,IN,2.6,72.83725433330143,52,7,28.757666666666665,3,6.136322101601008,54.24114475393684,0.5953282640184043,94.33608841646,19,36,17,1,3,4,9,94,42,18,75,38,Medium,0,17
27,M,High,DE,2.82,88.145038214515,95,1,34.257666666666665,6,16.937943736669,72.78340424491948,0.42834592655311954,65.53883619027665,49,14,31,4,3,2,25,90,15,4,1,32,Medium,0,17
18,M,Medium,US,2.75,56.689803038118065,27,4,33.757666666666665,5,8.301839236487831,53.158100651877675,0.7823269222382094,36.63966057514621,13,25,7,1,5,2,92,99,36,93,16,31,Medium,1,39
20,M,High,IN,2.27,74.40608340356815,40,1,32.757666666666665,2,12.781695288107155,72.35578014279005,0.23357855449156895,28.61959667488355,4,16,41,5,1,4,44,54,12,43,38,0,Low,0,12
23,F,Medium,IN,2.67,78.28645354121868,31,2,26.257666666666665,4,12.117089945573632,58.71711559352872,0.8363361366509485,75.68797616423157,31,30,46,1,6,4,98,54,2,17,99,15,Low,0,9
